ID,Gene Symbol,Gene Title
232084_at,SGTB,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"
232085_at,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
232086_at,PIK3C3,"phosphatidylinositol 3-kinase, catalytic subunit type 3"
232087_at,CXorf23,chromosome X open reading frame 23
232088_x_at,LINC00899,long intergenic non-protein coding RNA 899
232089_at,LINC00921 /// TIGD7 /// ZNF263,long intergenic non-protein coding RNA 921 /// tigger transposable element derived 7 /// zinc finger protein 263
232090_at,DNM3OS,DNM3 opposite strand/antisense RNA
232091_s_at,ZDHHC24,"zinc finger, DHHC-type containing 24"
232092_at,SLC25A51,"solute carrier family 25, member 51"
232093_at,SPACA6P,"sperm acrosome associated 6, pseudogene"
232094_at,KATNBL1,katanin p80 subunit B-like 1
232095_at,SRGAP2B /// SRGAP2C /// SRGAP2C,/// SLIT-ROBO Rho GTPase activating protein 2C ///
232096_x_at,FOXP1-IT1,FOXP1 intronic transcript 1 (non-protein coding)
232097_at,TOX4,TOX high mobility group box family member 4
232098_at,DST,dystonin
232099_at,PCDHB16,protocadherin beta 16
232100_at,RNF217,ring finger protein 217
232101_s_at,PIGN,"phosphatidylinositol glycan anchor biosynthesis, class N"
232102_at,METTL6,methyltransferase like 6
232103_at,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1"
232104_at,C1orf95,chromosome 1 open reading frame 95
232105_at,BLACAT1,bladder cancer associated transcript 1 (non-protein coding)
232106_s_at,CEP89,centrosomal protein 89kDa
232107_at,SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"
232108_at,SCRN3,secernin 3
232109_at,UBXN10,UBX domain protein 10
232110_at,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5
232111_at,TUNAR,TCL1 upstream neural differentiation-associated RNA
232112_at,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2
232113_at,AK021804,"Homo sapiens cDNA FLJ11742 fis, clone HEMBA1005508."
232114_at,MED12L,mediator complex subunit 12-like
232115_at,SLC39A3,"solute carrier family 39 (zinc transporter), member 3"
232116_at,GRHL3,grainyhead-like 3 (Drosophila)
232117_at,ZNF471,zinc finger protein 471
232118_at,,
232119_at,SYNPO2,synaptopodin 2
232120_at,,
232121_at,TRDMT1,tRNA aspartic acid methyltransferase 1
232122_s_at,VEPH1,ventricular zone expressed PH domain-containing 1
232123_at,MIR4697 /// MIR4697HG,microRNA 4697 /// MIR4697 host gene (non-protein coding)
232124_at,FAM198A,"family with sequence similarity 198, member A"
232125_at,ZBTB20,zinc finger and BTB domain containing 20
232126_at,COQ2,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase
232127_at,CLCN5,"chloride channel, voltage-sensitive 5"
232128_s_at,CLCN5,"chloride channel, voltage-sensitive 5"
232129_s_at,LZTS2,"leucine zipper, putative tumor suppressor 2"
232130_at,,
232131_at,LINC00933,long intergenic non-protein coding RNA 933
232132_at,PARD6G,par-6 family cell polarity regulator gamma
232133_at,ADAMTS10,"ADAM metallopeptidase with thrombospondin type 1 motif, 10"
232134_at,,
232135_at,SAP30L,SAP30-like
232136_s_at,CTTNBP2,cortactin binding protein 2
232137_at,ZNF616,zinc finger protein 616
232138_at,MBNL2 /// MBNL2,"Homo sapiens muscleblind-like splicing regulator 2 (MBNL2), transcript variant 3, mRNA. /// muscleblind-like splicing regulator 2"
232139_s_at,KIAA1919,KIAA1919
232140_at,LOC100132352,FSHD region gene 1 pseudogene
232141_at,U2AF1,U2 small nuclear RNA auxiliary factor 1
232142_at,ISY1,ISY1 splicing factor homolog (S. cerevisiae)
232143_at,DNM1P41,DNM1 pseudogene 41
232144_at,,
232145_at,C2orf68,chromosome 2 open reading frame 68
232146_at,NDUFC1,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa"
232147_at,SLX4,SLX4 structure-specific endonuclease subunit
232148_at,NSMAF,neutral sphingomyelinase (N-SMase) activation associated factor
232149_s_at,NSMAF,neutral sphingomyelinase (N-SMase) activation associated factor
232150_at,,
232151_at,MACC1,metastasis associated in colon cancer 1
232152_at,CEP57L1,centrosomal protein 57kDa-like 1
232153_at,LOC100996693 /// SPEG,CAVP-target protein-like /// SPEG complex locus
232154_at,ADM5,adrenomedullin 5 (putative)
232155_at,RNF213,ring finger protein 213
232156_at,AP5M1,"adaptor-related protein complex 5, mu 1 subunit"
232157_at,SPRY3,sprouty homolog 3 (Drosophila)
232158_x_at,LOC101927157 /// NIPAL1,uncharacterized LOC101927157 /// NIPA-like domain containing 1
232159_at,,
232160_s_at,TNIP2,TNFAIP3 interacting protein 2
232161_x_at,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
232162_at,ZNF696,zinc finger protein 696
232163_at,WDR19,WD repeat domain 19
232164_s_at,EPPK1,epiplakin 1
232165_at,EPPK1,epiplakin 1
232166_at,KIAA1377,KIAA1377
232167_at,SLC2A11,"solute carrier family 2 (facilitated glucose transporter), member 11"
232168_x_at,MACF1,microtubule-actin crosslinking factor 1
232169_x_at,MIR4691 /// MIR7113 /// NDUFS8,"microRNA 4691 /// microRNA 7113 /// NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)"
232170_at,S100A7A,S100 calcium binding protein A7A
232171_x_at,KLHDC4,kelch domain containing 4
232172_at,CD99P1,CD99 molecule pseudogene 1
232173_at,CLEC2L,"C-type lectin domain family 2, member L"
232174_at,AK025288,Homo sapiens clone 24838 mRNA sequence.
232175_at,ARF1,ADP-ribosylation factor 1
232176_at,SLITRK6,"SLIT and NTRK-like family, member 6"
232177_at,,
232178_at,ZNF503,zinc finger protein 503
232179_at,,
232180_at,UGP2,UDP-glucose pyrophosphorylase 2
232181_at,PPARGC1B,"peroxisome proliferator-activated receptor gamma, coactivator 1 beta"
232182_at,LOC286272,uncharacterized LOC286272
232183_at,SERAC1,serine active site containing 1
232184_at,ALS2,amyotrophic lateral sclerosis 2 (juvenile)
232185_at,MROH8,maestro heat-like repeat family member 8
232186_at,FITM2,fat storage-inducing transmembrane protein 2
232187_at,PALMD,palmdelphin
232188_at,AKAP13,A kinase (PRKA) anchor protein 13
232189_at,RP11-108P20.1,
232190_x_at,LOC100133445 /// LOC115110,uncharacterized LOC100133445 /// uncharacterized LOC115110
232191_at,ERVH48-1,"endogenous retrovirus group 48, member 1"
232192_at,LOC153811 /// RNF130,uncharacterized LOC153811 /// ring finger protein 130
232193_at,GSTT1,glutathione S-transferase theta 1
232194_at,METTL4,methyltransferase like 4
232195_at,GPR158,G protein-coupled receptor 158
232196_at,LCA5L,Leber congenital amaurosis 5-like
232197_x_at,ARSB,arylsulfatase B
232198_at,,
232199_at,LL0XNC01-7P3.1,
232200_at,HSPA9,heat shock 70kDa protein 9 (mortalin)
232201_at,NKD2,naked cuticle homolog 2 (Drosophila)
232202_at,FAM83B,"family with sequence similarity 83, member B"
232203_at,NKD1,naked cuticle homolog 1 (Drosophila)
232204_at,EBF1,early B-cell factor 1
232205_at,,
232206_at,ULK4,unc-51 like kinase 4
232207_at,GUSBP4 /// LOC100653061,"glucuronidase, beta pseudogene 4 /// beta-glucuronidase-like protein SMA4-like"
232208_at,ISLR2,immunoglobulin superfamily containing leucine-rich repeat 2
232209_x_at,HM13,histocompatibility (minor) 13
232210_at,,
232211_at,PPP1R3F,"protein phosphatase 1, regulatory subunit 3F"
232212_at,PLEKHA8,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8"
232213_at,PELI1,pellino E3 ubiquitin protein ligase 1
232214_x_at,ZNF554,zinc finger protein 554
232215_x_at,PRR11,proline rich 11
232216_at,YME1L1,YME1-like 1 ATPase
232217_at,FAM26E,"family with sequence similarity 26, member E"
232218_at,RP11-339B21.15,
232219_x_at,USP21,ubiquitin specific peptidase 21
232220_at,S100A7A,S100 calcium binding protein A7A
232221_x_at,RSBN1L,round spermatid basic protein 1-like
232222_at,C18orf49 /// ZCCHC2,"chromosome 18 open reading frame 49 /// zinc finger, CCHC domain containing 2"
232223_at,,
232224_at,MASP1,mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)
232225_at,,
232226_at,LRRC4C,leucine rich repeat containing 4C
232227_at,LOC101928612,uncharacterized LOC101928612
232228_at,ZNF530,zinc finger protein 530
232229_at,SETX,senataxin
232230_at,LINC00263,long intergenic non-protein coding RNA 263
232231_at,RUNX2,runt-related transcription factor 2
232232_s_at,SLC22A16,"solute carrier family 22 (organic cation/carnitine transporter), member 16"
232233_at,SLC22A16,"solute carrier family 22 (organic cation/carnitine transporter), member 16"
232234_at,SLA2,Src-like-adaptor 2
232235_at,DSEL,dermatan sulfate epimerase-like
232236_at,,
232237_at,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1
232238_at,ASPM,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"
232239_at,LINC00865,long intergenic non-protein coding RNA 865
232240_at,DNHD1,dynein heavy chain domain 1
232241_at,LINC00894,long intergenic non-protein coding RNA 894
232242_at,PTPRG-AS1,PTPRG antisense RNA 1
232243_at,MCPH1,microcephalin 1
232244_at,KIAA1161,KIAA1161
232245_at,SLC25A34,"solute carrier family 25, member 34"
232246_at,TTC28-AS1,TTC28 antisense RNA 1
232247_at,ZNF502,zinc finger protein 502
232248_at,LOC100652768,uncharacterized LOC100652768
232249_at,FMNL3,formin-like 3
232250_at,KIAA1257,KIAA1257
232251_at,NUDT16P1,nudix (nucleoside diphosphate linked moiety X)-type motif 16 pseudogene 1
232252_at,DUSP27,dual specificity phosphatase 27 (putative)
232253_at,C5orf56,chromosome 5 open reading frame 56
232254_at,,
232255_at,LINC00997,long intergenic non-protein coding RNA 997
232256_s_at,LINC00997,long intergenic non-protein coding RNA 997
232257_s_at,,
232258_at,TCTE3,t-complex-associated-testis-expressed 3
232259_s_at,ZBTB11-AS1,ZBTB11 antisense RNA 1
232260_at,ZBTB11-AS1,ZBTB11 antisense RNA 1
232261_at,,
232262_at,PIGL,"phosphatidylinositol glycan anchor biosynthesis, class L"
232263_at,SLC6A15,"solute carrier family 6 (neutral amino acid transporter), member 15"
232264_at,,
232265_at,ATXN7L1,ataxin 7-like 1
232266_x_at,CDK13,cyclin-dependent kinase 13
232267_at,GPR133,G protein-coupled receptor 133
232268_at,,
232269_x_at,METRN,"meteorin, glial cell differentiation regulator"
232270_at,C9orf3,chromosome 9 open reading frame 3
232271_at,HNF4G,"hepatocyte nuclear factor 4, gamma"
232272_at,ZNF624,zinc finger protein 624
232273_at,,
232274_at,CCNL2,cyclin L2
232275_s_at,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
232276_at,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
232277_at,SLC28A3,"solute carrier family 28 (concentrative nucleoside transporter), member 3"
232278_s_at,DEPDC1,DEP domain containing 1
232279_at,JADE2,jade family PHD finger 2
232280_at,SLC25A29,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"
232281_at,LINC00662,long intergenic non-protein coding RNA 662
232282_at,WNK3,WNK lysine deficient protein kinase 3
232283_at,LYSMD1,"LysM, putative peptidoglycan-binding, domain containing 1"
232284_at,PSMD6-AS2,PSMD6 antisense RNA 2
232285_at,,
232286_at,,
232287_at,ERCC6 /// ERCC6-PGBD3 /// PGBD3,excision repair cross-complementation group 6 /// ERCC6-PGBD3 readthrough /// piggyBac transposable element derived 3
232288_at,LOC102724985 /// PDXDC1 /// PDXDC2P,"pyridoxal-dependent decarboxylase domain-containing protein 1-like /// pyridoxal-dependent decarboxylase domain containing 1 /// pyridoxal-dependent decarboxylase domain containing 2, pseudogene"
232289_at,KCNJ12 /// KCNJ18 /// LOC100996843,"potassium inwardly-rectifying channel, subfamily J, member 12 /// potassium inwardly-rectifying channel, subfamily J, member 18 /// ATP-sensitive inward rectifier potassium channel 12-like"
232290_at,,
232291_at,MIR17 /// MIR17HG /// MIR18A /// MIR19A /// MIR19B1 /// MIR20A /// MIR92A1,microRNA 17 /// miR-17-92 cluster host gene (non-protein coding) /// microRNA 18a /// microRNA 19a /// microRNA 19b-1 /// microRNA 20a /// microRNA 92a-1
232292_at,,
232293_at,LCORL,ligand dependent nuclear receptor corepressor-like
232294_at,TMEM254-AS1,TMEM254 antisense RNA 1
232295_at,GFM1,"G elongation factor, mitochondrial 1"
232296_s_at,GFM1,"G elongation factor, mitochondrial 1"
232297_at,KLHL5,kelch-like family member 5
232298_at,MBNL1-AS1,MBNL1 antisense RNA 1
232299_at,C2orf82,chromosome 2 open reading frame 82
232300_at,ADIRF-AS1,ADIRF antisense RNA 1
232301_at,UBE3B,ubiquitin protein ligase E3B
232302_at,PDLIM2,PDZ and LIM domain 2 (mystique)
232303_at,ZNF608,zinc finger protein 608
232304_at,AK026714 /// PELI1,"Homo sapiens cDNA: FLJ23061 fis, clone LNG04647. /// pellino E3 ubiquitin protein ligase 1"
232305_at,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1
232306_at,CDH26,cadherin 26
232307_at,,
232308_at,TTC21A,tetratricopeptide repeat domain 21A
232309_at,LOC202181,SUMO-interacting motifs containing 1 pseudogene
232310_at,,
232311_at,B2M,beta-2-microglobulin
232312_at,PPP6R3,"protein phosphatase 6, regulatory subunit 3"
232313_at,TMEM132C,transmembrane protein 132C
232314_at,MTFR1,mitochondrial fission regulator 1
232315_at,ZNF880,zinc finger protein 880
232316_at,SAMD15,sterile alpha motif domain containing 15
232317_at,PLXNA4,plexin A4
232318_s_at,LINC00284,long intergenic non-protein coding RNA 284
232319_at,,
232320_at,KIAA1614-AS1,KIAA1614 antisense RNA 1
232321_at,MUC17,"mucin 17, cell surface associated"
232322_x_at,STARD10,StAR-related lipid transfer (START) domain containing 10
232323_s_at,TTC17,tetratricopeptide repeat domain 17
232324_x_at,,
232325_at,,
232326_at,BAALCOS,BAALC opposite strand
232327_at,THSD7B,"thrombospondin, type I, domain containing 7B"
232328_at,ZNF552,zinc finger protein 552
232329_at,RANBP10,RAN binding protein 10
232330_at,COA1,cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae)
232331_at,,
232332_at,KIAA1210,KIAA1210
232333_at,,
232334_at,NXPH2,neurexophilin 2
232335_at,AK091028 /// GMDS-AS1,Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 1572223. /// GMDS antisense RNA 1 (head to head)
232336_at,ZSWIM5,"zinc finger, SWIM-type containing 5"
232337_at,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
232338_at,ZNF431,zinc finger protein 431
232339_at,DCAF8,DDB1 and CUL4 associated factor 8
232340_at,MIATNB,MIAT neighbor (non-protein coding)
232341_x_at,HABP4,hyaluronan binding protein 4
232342_at,MTMR14,myotubularin related protein 14
232343_at,DCTN5,dynactin 5 (p25)
232344_at,,
232345_at,C18orf8,chromosome 18 open reading frame 8
232346_at,LOC388692,uncharacterized LOC388692
232347_x_at,,
232348_at,C18orf8,chromosome 18 open reading frame 8
232349_x_at,DCAF6,DDB1 and CUL4 associated factor 6
232350_x_at,GPR161,G protein-coupled receptor 161
232351_at,,
232352_at,ISL2,ISL LIM homeobox 2
232353_s_at,STYXL1,serine/threonine/tyrosine interacting-like 1
232354_at,,
232355_at,SNORD114-3,"small nucleolar RNA, C/D box 114-3"
232356_at,,
232357_at,TTLL9,"tubulin tyrosine ligase-like family, member 9"
232358_at,KIAA1328,KIAA1328
232359_at,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
232360_at,EHF,ets homologous factor
232361_s_at,EHF,ets homologous factor
232362_at,CCDC18,coiled-coil domain containing 18
232363_at,,
232364_at,LOC100506235,uncharacterized LOC100506235
232365_at,SIAH1,siah E3 ubiquitin protein ligase 1
232366_at,KIAA0232,KIAA0232
232367_x_at,ZNF598,zinc finger protein 598
232368_at,TRAPPC3L,trafficking protein particle complex 3-like
232369_at,,
232370_at,LOC254057,uncharacterized LOC254057
232371_at,MARCH7,"membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase"
232372_at,,
232373_at,NOXA1,NADPH oxidase activator 1
232374_s_at,,
232375_at,,
232376_at,PCCA,"propionyl CoA carboxylase, alpha polypeptide"
232377_at,NXPH1,neurexophilin 1
232378_at,SLC5A9,"solute carrier family 5 (sodium/sugar cotransporter), member 9"
232379_at,SKIL,SKI-like proto-oncogene
232380_at,FGGY,FGGY carbohydrate kinase domain containing
232381_s_at,DNAH5,"dynein, axonemal, heavy chain 5"
232382_s_at,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
232383_at,TFEC,transcription factor EC
232384_s_at,LOC101927272,uncharacterized LOC101927272
232385_x_at,CTC-462L7.1,
232386_at,VPS13C,vacuolar protein sorting 13 homolog C (S. cerevisiae)
232387_at,SYNRG,"synergin, gamma"
232388_at,CNTNAP4,contactin associated protein-like 4
232389_at,WIPF3,"WAS/WASL interacting protein family, member 3"
232390_at,NCAM2,neural cell adhesion molecule 2
232391_at,ZNF461,zinc finger protein 461
232392_at,SRSF3,serine/arginine-rich splicing factor 3
232393_at,ZNF462,zinc finger protein 462
232394_at,RP11-517C16.2,
232395_x_at,AGBL3,ATP/GTP binding protein-like 3
232396_at,,
232397_at,LOC101927482,uncharacterized LOC101927482
232398_at,CCDC150,coiled-coil domain containing 150
232399_at,DCLK3,doublecortin-like kinase 3
232400_at,,
232401_at,KCNS2,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2"
232402_at,GOLGA6L11P /// GOLGA6L11P /// GOLGA6L16P /// GOLGA6L16P,"golgin A6 family-like 11, pseudogene ///  /// golgin A6 family-like 16, pseudogene ///"
232403_at,SPG11,spastic paraplegia 11 (autosomal recessive)
232404_at,SHROOM4,shroom family member 4
232405_at,,
232406_at,,
232407_at,MUC17,"mucin 17, cell surface associated"
232408_at,ZFYVE28,"zinc finger, FYVE domain containing 28"
232409_x_at,FBXL16,F-box and leucine-rich repeat protein 16
232410_at,,
232411_at,KCNJ6,"potassium inwardly-rectifying channel, subfamily J, member 6"
232412_at,FBXL20,F-box and leucine-rich repeat protein 20
232413_at,,
232414_at,HEATR1,HEAT repeat containing 1
232415_at,PCDHB13,protocadherin beta 13
232416_at,CELF5,"CUGBP, Elav-like family member 5"
232417_x_at,ZDHHC11,"zinc finger, DHHC-type containing 11"
232418_at,LZTFL1,leucine zipper transcription factor-like 1
232419_at,TMEM132A,transmembrane protein 132A
232420_x_at,MAN1B1-AS1,MAN1B1 antisense RNA 1 (head to head)
232421_at,SCARB1,"scavenger receptor class B, member 1"
232422_at,GGACT,gamma-glutamylamine cyclotransferase
232423_at,ARSD,arylsulfatase D
232424_at,PRDM16,PR domain containing 16
232425_at,SNX25,sorting nexin 25
232426_at,SV2B,synaptic vesicle glycoprotein 2B
232427_at,ZNF224,zinc finger protein 224
232428_at,MOGAT2,monoacylglycerol O-acyltransferase 2
232429_at,DTWD1,DTW domain containing 1
232430_at,LOC148696,uncharacterized LOC148696
232431_at,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
232432_s_at,SLC30A5,"solute carrier family 30 (zinc transporter), member 5"
232433_at,KIAA1683,KIAA1683
232434_at,DIRC3,disrupted in renal carcinoma 3
232435_at,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
232436_at,ZNF274,zinc finger protein 274
232437_at,CPSF3L,cleavage and polyadenylation specific factor 3-like
232438_at,EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1
232439_at,,
232440_at,ZDHHC13,"zinc finger, DHHC-type containing 13"
232441_at,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)"
232442_at,BCAR1,breast cancer anti-estrogen resistance 1
232443_at,LOC441052,uncharacterized LOC441052
232444_at,CEP85L,centrosomal protein 85kDa-like
232445_at,SYT9,synaptotagmin IX
232446_at,LOC101928703 /// MGC45800,uncharacterized LOC101928703 /// uncharacterized LOC90768
232447_at,,
232448_at,LINC00543 /// LINC00543,long intergenic non-protein coding RNA 543 ///
232449_at,BCO2,beta-carotene oxygenase 2
232450_at,LOC149351,uncharacterized LOC149351
232451_at,RP11-274H2.5,
232452_at,GCSAML-AS1,GCSAML antisense RNA 1
232453_at,,
232454_at,,
232455_x_at,LOC340085,uncharacterized LOC340085
232456_at,C10orf71,chromosome 10 open reading frame 71
232457_at,LIMCH1,LIM and calponin homology domains 1
232458_at,COL3A1,"collagen, type III, alpha 1"
232459_at,,
232460_at,RP13-1032I1.7,
232461_at,AHI1,Abelson helper integration site 1
232462_s_at,A1BG-AS1,A1BG antisense RNA 1
232463_at,LINC00685,long intergenic non-protein coding RNA 685
232464_at,TRIM78P,"tripartite motif containing 78, pseudogene"
232465_at,,
232466_at,AK126278 /// CUL4A,"Homo sapiens cDNA FLJ13368 fis, clone PLACE1000599. /// cullin 4A"
232467_at,KIRREL,kin of IRRE like (Drosophila)
232468_at,,
232469_x_at,SSBP3-AS1,SSBP3 antisense RNA 1
232470_at,SIK1,salt-inducible kinase 1
232471_at,,
232472_at,,
232473_at,,
232474_at,,
232475_at,TICRR,TOPBP1-interacting checkpoint and replication regulator
232476_at,,
232477_at,,
232478_at,AB074162 /// MIR181A2HG,"Homo sapiens primary neuroblastoma cDNA, clone:Nbla10527, full insert sequence. /// MIR181A2 host gene (non-protein coding)"
232479_at,FERMT1,fermitin family member 1
232480_at,MIRLET7BHG,MIRLET7B host gene (non-protein coding)
232481_s_at,SLITRK6,"SLIT and NTRK-like family, member 6"
232482_at,OR51E2,"olfactory receptor, family 51, subfamily E, member 2"
232483_at,MED17,mediator complex subunit 17
232484_at,,
232485_at,SNX29,sorting nexin 29
232486_at,LRFN1,leucine rich repeat and fibronectin type III domain containing 1
232487_at,SFT2D1,SFT2 domain containing 1
232488_at,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase
232489_at,TRMT13,tRNA methyltransferase 13 homolog (S. cerevisiae)
232490_s_at,PRUNE,prune exopolyphosphatase
232491_at,RP11-1069G10.1,
232492_at,BVES-AS1,BVES antisense RNA 1
232493_at,,
232494_at,CYP8B1,"cytochrome P450, family 8, subfamily B, polypeptide 1"
232495_x_at,,
232496_at,,
232497_at,ZNF3,zinc finger protein 3
232498_at,MROH1,maestro heat-like repeat family member 1
232499_at,ITPKB,inositol-trisphosphate 3-kinase B
232500_at,RALGAPA2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)"
232501_at,RNF150,ring finger protein 150
232502_at,ENTPD1-AS1 /// LOC101927104,ENTPD1 antisense RNA 1 /// uncharacterized LOC101927104
232503_at,,
232504_at,LOC285628 /// MIR146A,uncharacterized LOC285628 /// microRNA 146a
232505_at,DCTN2,dynactin 2 (p50)
232506_s_at,C15orf41,chromosome 15 open reading frame 41
232507_at,C15orf41,chromosome 15 open reading frame 41
232508_at,ZMIZ1,"zinc finger, MIZ-type containing 1"
232509_at,LOC100996724,phosphodiesterase 4D interacting protein-like
232510_s_at,DPP3,dipeptidyl-peptidase 3
232511_at,,
232512_at,AC013463.2,
232513_x_at,FAM209B,"family with sequence similarity 209, member B"
232514_at,KIF27,kinesin family member 27
232515_at,,
232516_x_at,DAP3,death associated protein 3
232517_s_at,HELZ2,"helicase with zinc finger 2, transcriptional coactivator"
232518_at,HELZ2,"helicase with zinc finger 2, transcriptional coactivator"
232519_at,NSFL1C,NSFL1 (p97) cofactor (p47)
232520_s_at,NSFL1C,NSFL1 (p97) cofactor (p47)
232521_at,PCSK7,proprotein convertase subtilisin/kexin type 7
232522_at,,
232523_at,MEGF10,multiple EGF-like-domains 10
232524_x_at,ANAPC4,anaphase promoting complex subunit 4
232525_at,,
232526_at,ITPKB,inositol-trisphosphate 3-kinase B
232527_at,PSMD6-AS2,PSMD6 antisense RNA 2
232528_at,,
232529_at,SP3,Sp3 transcription factor
232530_at,PLD1,"phospholipase D1, phosphatidylcholine-specific"
232531_at,EMX2OS,EMX2 opposite strand/antisense RNA
232532_at,QRICH2,glutamine rich 2
232533_at,METTL8,methyltransferase like 8
232534_at,LIN37,lin-37 homolog (C. elegans)
232535_at,RSBN1L,round spermatid basic protein 1-like
232536_at,LRRC3 /// LRRC3DN,leucine rich repeat containing 3 /// LRRC3 downstream neighbor (non-protein coding)
232537_x_at,MARK3,MAP/microtubule affinity-regulating kinase 3
232538_at,,
232539_at,SOCS2,suppressor of cytokine signaling 2
232540_x_at,,
232541_at,,
232542_at,COL9A2,"collagen, type IX, alpha 2"
232543_x_at,ARHGAP9,Rho GTPase activating protein 9
232544_at,,
232545_at,LRRC29,leucine rich repeat containing 29
232546_at,TP73,tumor protein p73
232547_at,SRCIN1,SRC kinase signaling inhibitor 1
232548_at,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16
232549_at,RBM11,RNA binding motif protein 11
232550_at,ABHD1,abhydrolase domain containing 1
232551_at,SLC26A6,"solute carrier family 26 (anion exchanger), member 6"
232552_at,DAAM1,dishevelled associated activator of morphogenesis 1
232553_at,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta"
232554_at,LRRC56,leucine rich repeat containing 56
232555_at,CREB5,cAMP responsive element binding protein 5
232556_at,,
232557_at,UBAP1L,ubiquitin associated protein 1-like
232558_at,LAMC3,"laminin, gamma 3"
232559_at,,
232560_at,UROS,uroporphyrinogen III synthase
232561_at,ZNF771,zinc finger protein 771
232562_at,OTUD7A,OTU deubiquitinase 7A
232563_at,ZNF684,zinc finger protein 684
232564_at,SLC9A5,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5"
232565_at,,
232566_at,NOL6,nucleolar protein 6 (RNA-associated)
232567_at,ARHGAP8 /// PRR5-ARHGAP8,Rho GTPase activating protein 8 /// PRR5-ARHGAP8 readthrough
232568_at,MGC24103,uncharacterized MGC24103
232569_at,,
232570_s_at,ADAM33,ADAM metallopeptidase domain 33
232571_at,CAPN10-AS1,CAPN10 antisense RNA 1 (head to head)
232572_at,PCA3,prostate cancer associated 3 (non-protein coding)
232573_at,,
232574_at,XYLT1,xylosyltransferase I
232575_at,PCA3,prostate cancer associated 3 (non-protein coding)
232576_at,,
232577_at,LOC145945,uncharacterized LOC145945
232578_at,CLDN18,claudin 18
232579_at,JHDM1D-AS1,JHDM1D antisense RNA 1 (head to head)
232580_x_at,,
232581_x_at,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3
232582_at,,
232583_at,,
232584_at,,
232585_at,TLK2,tousled-like kinase 2
232586_x_at,LOC100133315,"transient receptor potential cation channel, subfamily C, member 2-like"
232587_at,EML4,echinoderm microtubule associated protein like 4
232588_at,STAG1,stromal antigen 1
232589_at,LOC102606465,uncharterized LOC102606465
232590_at,,
232591_s_at,TMEM30A,transmembrane protein 30A
232592_at,,
232593_at,NEURL3,neuralized E3 ubiquitin protein ligase 3
232594_at,HSBP1L1,heat shock factor binding protein 1-like 1
232595_at,,
232596_at,DIAPH3,diaphanous-related formin 3
232597_x_at,SCAF11,SR-related CTD-associated factor 11
232598_at,NUP210L,nucleoporin 210kDa-like
232599_at,EXOC6,exocyst complex component 6
232600_at,,
232601_at,,
232602_at,WFDC3,WAP four-disulfide core domain 3
232603_at,DCDC1 /// DCDC5,doublecortin domain containing 1 /// doublecortin domain containing 5
232604_at,ZNF541,zinc finger protein 541
232605_s_at,SPG20OS,SPG20 opposite strand
232606_at,ANK2,"ankyrin 2, neuronal"
232607_at,,
232608_x_at,CARD14,"caspase recruitment domain family, member 14"
232609_at,CRB3,crumbs family member 3
232610_at,PARP14,"poly (ADP-ribose) polymerase family, member 14"
232611_at,GOLGA2P5,golgin A2 pseudogene 5
232612_s_at,ATG16L1,autophagy related 16-like 1 (S. cerevisiae)
232613_at,PBRM1,polybromo 1
232614_at,,
